Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Rare,Riyadh,Honda,Automatic,Saudi,Semi Full,2016.0,3.5,339000.0,40000.0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011.0,4.6,211000.0,115000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,88795.0,26500.0
Rare,Al-Ahsa,Mazda,Automatic,Saudi,Full,2016.0,2.5,229000.0,63000.0
Rare,Riyadh,Honda,Automatic,Saudi,Full,2016.0,6.0,189000.0,57000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2015.0,2.5,130020.0,56500.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2014.0,1.5,76335.0,30000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.6,144039.0,39500.0
Rare,Dammam,Ford,Automatic,Saudi,Full,2016.0,3.5,76200.0,77000.0
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016.0,3.6,129477.0,78500.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012.0,3.5,237000.0,25000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,134000.0,36000.0
Rare,Riyadh,Jeep,Automatic,Saudi,Full,2015.0,5.7,146000.0,95000.0
Rare,Jeddah,Ford,Automatic,Saudi,Standard,2019.0,1.5,26323.0,29500.0
Rare,Dammam,Nissan,Manual,Saudi,Standard,2014.0,4.0,207000.0,65000.0
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2017.0,4.0,89000.0,118000.0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2015.0,3.5,140000.0,64000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Full,2014.0,5.7,205000.0,70000.0
Corolla,Riyadh,Toyota,Automatic,Other,Full,2015.0,2.0,80000.0,39000.0
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016.0,2.0,104000.0,110000.0
Rare,Jeddah,Ford,Automatic,Saudi,Standard,2019.0,1.5,47856.0,27500.0
Rare,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018.0,5.3,48000.0,163000.0
Rare,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2017.0,3.8,77000.0,58000.0
Rare,Dammam,Rare,Automatic,Other,Full,2016.0,6.2,119000.0,178000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2013.0,2.0,248000.0,25000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016.0,3.5,193000.0,45000.0
Taurus,Al-Ahsa,Ford,Automatic,Other,Semi Full,2019.0,3.5,108000.0,88000.0
Furniture,Aseer,Toyota,Automatic,Saudi,Standard,2021.0,2.7,11000.0,100000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011.0,5.3,188000.0,53000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2015.0,3.0,110000.0,107000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010.0,3.6,283000.0,33000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Full,2014.0,4.0,133000.0,80000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,2.4,166000.0,43000.0
Camry,Qassim,Toyota,Automatic,Saudi,Full,2017.0,2.5,253641.0,62000.0
Rare,Dammam,Rare,Manual,Saudi,Standard,2016.0,1.6,162000.0,28000.0
Rare,Qassim,Nissan,Automatic,Saudi,Full,2018.0,2.5,86500.0,74000.0
Yukon,Makkah,GMC,Automatic,Saudi,Standard,2012.0,5.3,65000.0,80000.0
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015.0,4.0,160000.0,98000.0
Taurus,Rare,Ford,Automatic,Other,Semi Full,2016.0,3.5,125000.0,67000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2018.0,3.8,160000.0,100000.0
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2013.0,5.3,300000.0,45000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Standard,2017.0,2.5,88000.0,37000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,58000.0,35000.0
Rare,Dammam,Nissan,Automatic,Saudi,Standard,2016.0,4.0,112000.0,106000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,86000.0,127000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2016.0,2.0,111000.0,65000.0
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016.0,5.3,109000.0,130000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,65700.0,32000.0
Rare,Rare,Dodge,Automatic,Saudi,Semi Full,2014.0,3.6,244000.0,52000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Full,2012.0,4.8,106000.0,71000.0
Rare,Abha,Chevrolet,Automatic,Saudi,Semi Full,2014.0,5.3,164000.0,80000.0
Rare,Riyadh,Jeep,Manual,Gulf Arabic,Standard,2018.0,3.6,40000.0,115000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,3.5,203000.0,78000.0
Rare,Dammam,Ford,Manual,Gulf Arabic,Full,2016.0,5.0,50000.0,127000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018.0,5.3,68878.0,146500.0
Rare,Al-Medina,Hyundai,Automatic,Saudi,Full,2016.0,2.4,97000.0,63000.0
Rare,Jeddah,Nissan,Manual,Saudi,Standard,2015.0,2.4,77000.0,53000.0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2013.0,5.3,107000.0,75000.0
Elantra,Rare,Hyundai,Automatic,Saudi,Standard,2018.0,2.0,170000.0,43000.0
Rare,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2016.0,2.4,154000.0,54000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.0,95000.0,52000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017.0,3.5,53000.0,118000.0
Accord,Al-Ahsa,Honda,Automatic,Saudi,Semi Full,2019.0,1.5,11000.0,95800.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,64126.0,32000.0
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2017.0,6.2,124418.0,120000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2015.0,3.0,125000.0,125000.0
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Standard,2018.0,5.3,39000.0,147000.0
Rare,Dammam,Nissan,Automatic,Saudi,Semi Full,2017.0,2.5,99000.0,62000.0
Rare,Dammam,Toyota,Manual,Saudi,Semi Full,2015.0,4.0,157000.0,90000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2020.0,2.4,24000.0,120000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,2.5,82000.0,71000.0
Camry,Rare,Toyota,Automatic,Gulf Arabic,Standard,2014.0,2.2,80250.0,55000.0
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020.0,2.7,25000.0,110000.0
Corolla,Rare,Toyota,Automatic,Saudi,Standard,2019.0,1.6,39000.0,52000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2018.0,3.5,65000.0,122000.0
Rare,Jubail,Toyota,Automatic,Saudi,Semi Full,2010.0,5.7,270000.0,65000.0
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2016.0,3.5,152000.0,70000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2014.0,2.0,119000.0,33000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Full,2017.0,2.5,174000.0,77000.0
Accent,Rare,Hyundai,Automatic,Saudi,Semi Full,2018.0,1.4,51000.0,35000.0
Rare,Jeddah,Kia,Automatic,Saudi,Standard,2015.0,2.0,72000.0,43000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,2.0,237000.0,42000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2018.0,2.4,49271.0,81500.0
Rare,Jeddah,Nissan,Automatic,Saudi,Standard,2014.0,3.5,24000.0,50000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013.0,6.2,55769.0,90000.0
Rare,Al-Ahsa,Ford,Automatic,Other,Semi Full,2018.0,1.5,125000.0,57000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,1.5,193265.0,26500.0
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,1.4,125000.0,30000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,120496.0,40800.0
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014.0,2.7,123000.0,33000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,78000.0,40000.0
Expedition,Al-Medina,Ford,Automatic,Other,Full,2010.0,5.7,335000.0,65000.0
Rare,Khobar,Rare,Automatic,Saudi,Full,2013.0,5.7,27700.0,50000.0
Rare,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017.0,3.5,82000.0,80000.0
Expedition,Riyadh,Ford,Manual,Saudi,Full,2013.0,5.4,225299.0,66587.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,103000.0,31000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2019.0,3.8,66000.0,120000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,112000.0,28500.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2014.0,3.7,32000.0,65000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016.0,5.4,95000.0,72000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Full,2017.0,5.3,184000.0,137000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Full,2015.0,2.5,129000.0,40000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Full,2014.0,4.0,190000.0,85000.0
Rare,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019.0,2.4,43834.0,66000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2013.0,5.5,184000.0,36000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2016.0,2.4,307000.0,60000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020.0,2.7,27000.0,104500.0
Rare,Riyadh,Kia,Automatic,Saudi,Semi Full,2015.0,2.4,173588.0,36500.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2010.0,4.6,344000.0,88000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,48511.0,40000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,74000.0,27000.0
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2015.0,3.5,135063.0,52000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,110000.0,27000.0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018.0,2.0,95000.0,75000.0
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016.0,2.5,222000.0,58000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015.0,5.6,219175.0,113500.0
Rare,Dammam,Kia,Automatic,Saudi,Semi Full,2017.0,1.4,12000.0,26500.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,69000.0,35000.0
Hilux,Jeddah,Toyota,Manual,Saudi,Standard,2016.0,2.7,155000.0,75000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2015.0,5.3,82343.0,125000.0
Rare,Riyadh,Honda,Automatic,Saudi,Full,2010.0,3.5,260000.0,33000.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2018.0,1.6,144000.0,45000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2016.0,3.0,86000.0,158000.0
Corolla,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016.0,1.6,86500.0,48000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016.0,1.6,138661.0,47500.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016.0,5.4,160000.0,85000.0
6,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2016.0,2.0,196000.0,50000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,56000.0,40000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Semi Full,2018.0,2.5,77000.0,65000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017.0,2.4,190000.0,54000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,87042.0,29500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.4,70676.0,59500.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,80000.0,69000.0
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2018.0,2.0,245000.0,41000.0
Charger,Dammam,Dodge,Automatic,Gulf Arabic,Semi Full,2019.0,3.6,55000.0,109000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,3.8,237000.0,77000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2016.0,1.0,75000.0,62000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,1.6,92412.0,44500.0
Hilux,Rare,Toyota,Manual,Saudi,Full,2012.0,2.5,335200.0,50000.0
Rare,Abha,Nissan,Manual,Saudi,Standard,2015.0,2.5,119000.0,37000.0
Taurus,Dammam,Ford,Automatic,Other,Full,2018.0,3.5,100000.0,89000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,93315.0,35500.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014.0,5.3,210000.0,50000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,2.4,155000.0,35000.0
Rare,Al-Ahsa,Rare,Automatic,Other,Full,2014.0,5.7,188000.0,57000.0
Sunny,Jeddah,Nissan,Automatic,Other,Semi Full,2019.0,1.5,46000.0,32000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2012.0,2.5,221000.0,30000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018.0,3.5,75000.0,96000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2016.0,2.5,115000.0,50000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019.0,3.5,62556.0,85000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Semi Full,2015.0,1.8,168000.0,22000.0
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2015.0,2.7,195000.0,52000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2016.0,1.6,139000.0,36000.0
Rare,Al-Medina,Dodge,Automatic,Saudi,Full,2012.0,5.7,288000.0,43000.0
Elantra,Qassim,Hyundai,Automatic,Other,Full,2016.0,1.6,101715.0,52000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,54000.0,42000.0
Camry,Dammam,Toyota,Automatic,Saudi,Full,2020.0,3.5,26000.0,126000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,2.0,95000.0,55000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020.0,3.5,30000.0,127000.0
Taurus,Riyadh,Ford,Automatic,Other,Full,2015.0,3.0,217000.0,49000.0
Rare,Dammam,Kia,Automatic,Saudi,Standard,2019.0,1.4,65000.0,35000.0
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015.0,2.5,237171.0,50000.0
Rare,Dammam,Honda,Automatic,Saudi,Semi Full,2014.0,2.4,215000.0,50000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018.0,3.3,31000.0,75000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2018.0,4.0,98000.0,105000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2020.0,4.0,18000.0,128000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2016.0,1.6,81000.0,38000.0
Rare,Dammam,Ford,Automatic,Other,Full,2016.0,2.3,84000.0,97000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2014.0,3.0,112000.0,95000.0
Rare,Riyadh,Ford,Automatic,Other,Full,2017.0,2.0,55000.0,65000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Full,2009.0,3.5,174000.0,72000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Standard,2019.0,1.5,28000.0,58000.0
Rare,Jeddah,Ford,Automatic,Saudi,Standard,2014.0,1.6,167000.0,35000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,48521.0,39500.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017.0,2.7,73000.0,72000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,78000.0,36000.0
Hilux,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016.0,2.7,95000.0,85000.0
Rare,Dammam,Ford,Automatic,Other,Full,2018.0,2.3,81000.0,119000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,107320.0,130000.0
Rare,Dammam,Toyota,Automatic,Saudi,Full,2016.0,4.0,208000.0,100000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.6,99000.0,38500.0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2018.0,5.3,196600.0,130000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,1.6,214000.0,23500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,68000.0,53000.0
Expedition,Riyadh,Ford,Automatic,Other,Standard,2013.0,1.4,190000.0,47000.0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2017.0,3.6,122102.0,53500.0
Elantra,Rare,Hyundai,Automatic,Saudi,Standard,2017.0,2.0,86000.0,34000.0
Rare,Riyadh,Dodge,Automatic,Saudi,Full,2011.0,5.7,199000.0,40000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,1.6,28000.0,44000.0
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016.0,2.5,238000.0,48500.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2016.0,2.5,63000.0,58000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.0,19000.0,59000.0
Accent,Rare,Hyundai,Automatic,Saudi,Semi Full,2018.0,1.4,114969.0,30000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2019.0,3.3,73000.0,65000.0
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2018.0,2.5,42000.0,95000.0
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2015.0,4.7,137000.0,150000.0
Accord,Al-Medina,Honda,Automatic,Gulf Arabic,Semi Full,2015.0,2.4,124040.0,75000.0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020.0,1.6,81000.0,55000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2016.0,2.5,112915.0,49000.0
Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2018.0,4.0,90000.0,138000.0
Rare,Dammam,Ford,Automatic,Saudi,Semi Full,2014.0,3.5,180000.0,47000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,1.4,70278.0,69500.0
Rare,Dammam,Honda,Automatic,Other,Standard,2009.0,3.5,200000.0,38000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2019.0,1.6,53000.0,46500.0
Sonata,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018.0,2.4,72000.0,65000.0
Sonata,Aseer,Hyundai,Automatic,Other,Full,2013.0,1.6,181000.0,27000.0
Camry,Dammam,Toyota,Automatic,Saudi,Semi Full,2017.0,2.5,125000.0,53000.0
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2020.0,2.5,16500.0,86900.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017.0,2.5,331612.0,46000.0
Rare,Dammam,Nissan,Automatic,Saudi,Full,2018.0,3.5,48000.0,85000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,168000.0,26000.0
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015.0,2.4,161000.0,55000.0
Corolla,Jeddah,Toyota,Automatic,Other,Semi Full,2017.0,1.6,75000.0,55000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,1.6,110000.0,45000.0
Rare,Makkah,Hyundai,Automatic,Other,Semi Full,2016.0,2.4,280000.0,32000.0
ES,Dammam,Lexus,Automatic,Other,Full,2016.0,3.5,50000.0,126000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2016.0,1.4,272232.0,26500.0
Rare,Dammam,Ford,Automatic,Saudi,Semi Full,2015.0,4.6,130000.0,70000.0
Rare,Dammam,Nissan,Automatic,Saudi,Full,2014.0,5.6,106000.0,135000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2019.0,2.4,106000.0,56000.0
Rare,Taef,Dodge,Automatic,Saudi,Full,2020.0,3.6,36500.0,130000.0
Camry,Qassim,Toyota,Automatic,Other,Standard,2016.0,2.5,148254.0,59000.0
Rare,Jazan,Nissan,Automatic,Saudi,Semi Full,2015.0,3.7,111075.0,80000.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017.0,3.5,111000.0,68000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Standard,2015.0,5.3,164000.0,110000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017.0,1.6,107000.0,39000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2018.0,5.7,49000.0,135000.0
Rare,Riyadh,Kia,Automatic,Saudi,Semi Full,2018.0,3.5,172000.0,68000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2015.0,1.6,116633.0,25500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,2.4,220000.0,43000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Full,2017.0,6.0,12000.0,128000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.4,49000.0,65000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2017.0,1.6,132310.0,49500.0
Rare,Dammam,Kia,Automatic,Saudi,Standard,2019.0,1.4,72000.0,36500.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017.0,5.3,136517.0,107000.0
Sonata,Makkah,Hyundai,Automatic,Saudi,Full,2020.0,2.5,11000.0,110000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2014.0,3.3,201421.0,57500.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2010.0,5.3,292000.0,55000.0
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2010.0,5.7,240000.0,25000.0
Rare,Jeddah,Nissan,Manual,Saudi,Standard,2015.0,2.7,77000.0,45000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.6,143000.0,38000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,138000.0,31000.0
Rare,Riyadh,Mitsubishi,Manual,Saudi,Standard,2014.0,2.0,120000.0,23000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,3.0,199100.0,52000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2016.0,5.4,120000.0,72000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2008.0,5.0,300000.0,27000.0
C,Jeddah,Mercedes,Automatic,Saudi,Full,2014.0,1.8,148925.0,79500.0
Rare,Aseer,Rare,Automatic,Other,Full,2011.0,1.3,140000.0,23000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016.0,3.5,153042.0,61500.0
Sonata,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2018.0,2.4,63000.0,60000.0
6,Dammam,Mazda,Automatic,Saudi,Standard,2018.0,2.5,71169.0,65000.0
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2016.0,5.3,149000.0,149000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016.0,2.4,90000.0,65000.0
Furniture,Dammam,Toyota,Automatic,Saudi,Full,2015.0,4.0,26000.0,52000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,58000.0,39000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Full,2016.0,3.0,64000.0,120000.0
Rare,Riyadh,Mazda,Automatic,Saudi,Full,2015.0,1.9,274000.0,66000.0
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2014.0,5.4,120000.0,65000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019.0,5.3,37000.0,148000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,87775.0,26000.0
Accord,Dammam,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,129000.0,68000.0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,138000.0,24000.0
Rare,Aseer,Nissan,Automatic,Saudi,Semi Full,2020.0,1.6,7000.0,55000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2018.0,1.0,74000.0,60000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2020.0,1.6,9061.0,50000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.6,65357.0,55000.0
Rare,Riyadh,BMW,Automatic,Saudi,Full,2015.0,3.0,98000.0,150000.0
ES,Rare,Lexus,Automatic,Gulf Arabic,Semi Full,2015.0,3.5,161000.0,74000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,59800.0,37000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2020.0,4.0,87700.0,117000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008.0,5.7,230000.0,38000.0
Rare,Jeddah,Mazda,Automatic,Saudi,Full,2015.0,2.0,74000.0,55000.0
Rare,Khobar,BMW,Automatic,Saudi,Standard,2014.0,2.0,150000.0,57000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,55000.0,56000.0
Rare,Riyadh,Nissan,Manual,Saudi,Full,2015.0,2.4,212000.0,42000.0
Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016.0,2.7,60000.0,75000.0
Rare,Riyadh,Ford,Automatic,Saudi,Standard,2015.0,3.5,93000.0,45000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2018.0,2.5,70000.0,145000.0
Rare,Riyadh,GMC,Automatic,Saudi,Semi Full,2016.0,3.6,148000.0,70000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019.0,2.0,54000.0,80000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,2.0,31000.0,54000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019.0,1.4,58000.0,26000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011.0,5.3,200000.0,42000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2009.0,3.6,277000.0,42000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,173700.0,30000.0
Rare,Al-Medina,Mercedes,Automatic,Gulf Arabic,Full,2012.0,3.3,85000.0,110000.0
